"Module","Subtopics","Description","Video Links","Interview Questions"
"Math & Statistics for Data Science","Introduction to Math in Data Science","Importance of math in data science, covering statistics, linear algebra, and calculus.","https://www.youtube.com/watch?v=O2giHvTo4eM","Create a Python script to solve basic algebraic equations","1. Why is math important in data science?; 2. What are the core math topics used in data science?; 3. What is the role of statistics in data science?; 4. How is linear algebra used in machine learning?; 5. What is the difference between calculus and linear algebra?; 6. Why is probability used in data science?; 7. What is matrix multiplication?; 8. What is the significance of eigenvalues?; 9. What is the role of derivatives in optimization?; 10. What are the main mathematical challenges in data science?"
"Math & Statistics for Data Science","Linear Algebra Basics","Introduction to vectors, matrices, and operations.","https://www.youtube.com/watch?v=7UJ4CFRGd-U","Implement matrix multiplication using NumPy","1. What is linear algebra?; 2. What is a matrix?; 3. How do you add and subtract matrices?; 4. What is matrix multiplication?; 5. What is a determinant?; 6. How do you calculate the transpose of a matrix?; 7. What is an identity matrix?; 8. What are eigenvalues and eigenvectors?; 9. What is matrix inversion?; 10. How is linear algebra used in ML?"
"Math & Statistics for Data Science","Vector Operations","Operations with vectors including addition, subtraction, and scalar multiplication.","https://www.youtube.com/watch?v=ZK3O402wf1c","Write a Python program to perform vector addition and subtraction","1. What is a vector?; 2. How do you perform vector addition?; 3. What is scalar multiplication?; 4. How do you calculate the magnitude of a vector?; 5. What is the dot product?; 6. What is the cross product?; 7. How do you normalize a vector?; 8. What is vector projection?; 9. What is a unit vector?; 10. How is vectorization used in ML?"
"Math & Statistics for Data Science","Probability Basics","Understanding basic probability concepts such as events, sample space, and outcomes.","https://www.youtube.com/watch?v=Tbkh7zmq_T4","Simulate a coin toss experiment in Python","1. What is probability?; 2. What is an event in probability?; 3. What is the sample space?; 4. Difference between independent and dependent events?; 5. What is conditional probability?; 6. What is the formula for calculating probability?; 7. What is the complement of an event?; 8. What is a random variable?; 9. What is the law of large numbers?; 10. What is a probability distribution?"
"Math & Statistics for Data Science","Conditional Probability","Exploring conditional probability and its applications.","https://www.youtube.com/watch?v=GZQCOyH0igE","Write a program to calculate conditional probabilities in Python","1. What is conditional probability?; 2. What is Bayes' theorem?; 3. Difference between prior and posterior probabilities?; 4. What is the multiplication rule?; 5. How do you calculate joint probability?; 6. What is the formula for conditional probability?; 7. What is the chain rule of probability?; 8. What is independence in probability?; 9. How does conditional probability apply to machine learning?; 10. What is the difference between marginal and conditional probability?"
"Math & Statistics for Data Science","Descriptive Statistics","Mean, median, mode, and range with examples.","https://www.youtube.com/watch?v=VvEJUKbbqoA","Create a program to calculate mean, median, and mode from a dataset","1. What is descriptive statistics?; 2. Difference between mean, median, and mode?; 3. What is the range of a dataset?; 4. How do you calculate variance?; 5. What is standard deviation?; 6. What is the difference between population and sample statistics?; 7. How do you visualize descriptive statistics?; 8. What is a box plot?; 9. What is skewness?; 10. What is kurtosis?"
"Math & Statistics for Data Science","Inferential Statistics","Concepts of hypothesis testing and confidence intervals.","https://www.youtube.com/watch?v=ABl5Jt2nLok","Perform hypothesis testing using Python","1. What is inferential statistics?; 2. What is hypothesis testing?; 3. What is a null hypothesis?; 4. What is an alternative hypothesis?; 5. What is a p-value?; 6. What is a confidence interval?; 7. What is the significance level?; 8. What is a t-test?; 9. What is the difference between one-tailed and two-tailed tests?; 10. What is ANOVA?"
"Math & Statistics for Data Science","Correlation and Covariance","Understanding the relationship between variables.","https://www.youtube.com/watch?v=xZ_z8KWkhXE","Write a program to calculate correlation and covariance using Pandas","1. What is correlation?; 2. Difference between correlation and covariance?; 3. What is Pearson correlation coefficient?; 4. How do you interpret correlation values?; 5. What is the range of correlation coefficients?; 6. What is Spearman's rank correlation?; 7. What is Kendall's tau?; 8. What is covariance?; 9. How is covariance calculated?; 10. How do you visualize correlation using heatmaps?"
"Math & Statistics for Data Science","Standard Deviation and Variance","Understanding spread and distribution of data.","https://www.youtube.com/watch?v=VFo6X-GY-N0","Write a Python program to calculate standard deviation and variance","1. What is standard deviation?; 2. What is variance?; 3. Difference between standard deviation and variance?; 4. What is the formula for standard deviation?; 5. How do you calculate population variance?; 6. What is the role of standard deviation in normal distribution?; 7. What is z-score?; 8. What is the empirical rule?; 9. How do you visualize variance?; 10. What is the difference between bias and variance?"
"Math & Statistics for Data Science","Probability Distributions","Exploring normal, binomial, and Poisson distributions.","https://www.youtube.com/watch?v=JydQF0T3M-w","Visualize a normal distribution using Python","1. What is a probability distribution?; 2. What is a normal distribution?; 3. What is a binomial distribution?; 4. What is a Poisson distribution?; 5. What is the mean of a distribution?; 6. What is the standard deviation of a distribution?; 7. How do you visualize distributions?; 8. What is the central limit theorem?; 9. What is the law of large numbers?; 10. What is the difference between discrete and continuous distributions?"
"Data Manipulation & Analysis","Introduction to Data Manipulation","Understanding the importance of data manipulation in data science.","https://www.youtube.com/watch?v=Oe421EPjeBE","Write a Python script to manipulate basic datasets using NumPy","1. What is data manipulation?; 2. Why is data manipulation important in data science?; 3. What is the difference between data manipulation and data analysis?; 4. What are the common data manipulation techniques?; 5. What are the major Python libraries for data manipulation?; 6. How do you handle missing data?; 7. What is data normalization?; 8. What is data transformation?; 9. How do you reshape data using Pandas?; 10. What is the difference between data wrangling and data cleaning?"
"Data Manipulation & Analysis","NumPy Basics","Introduction to NumPy, creating arrays, and performing basic operations.","https://www.youtube.com/watch?v=GB9ByFAIAH4","Create and manipulate NumPy arrays with arithmetic operations","1. What is NumPy?; 2. How do you create a NumPy array?; 3. What is the shape attribute in NumPy?; 4. How do you slice NumPy arrays?; 5. What is the difference between np.array() and np.arange()?; 6. How do you perform element-wise operations?; 7. What is broadcasting in NumPy?; 8. How do you reshape an array?; 9. What is the difference between np.zeros() and np.ones()?; 10. How do you concatenate NumPy arrays?"
"Data Manipulation & Analysis","Pandas Basics","Working with Pandas DataFrames and Series.","https://www.youtube.com/watch?v=vmEHCJofslg","Create and manipulate Pandas DataFrames","1. What is Pandas?; 2. Difference between Series and DataFrame?; 3. How do you create a DataFrame from a dictionary?; 4. What is the head() and tail() method?; 5. How do you select specific rows and columns in a DataFrame?; 6. What is the difference between loc[] and iloc[]?; 7. How do you drop rows and columns?; 8. How do you filter data in Pandas?; 9. What is the difference between append() and extend()?; 10. How do you group data using Pandas?"
"Data Manipulation & Analysis","Data Cleaning","Handling missing values, duplicates, and inconsistent data.","https://www.youtube.com/watch?v=6YLMWUACp3o","Write a program to clean a messy dataset using Pandas","1. What is data cleaning?; 2. How do you handle missing values?; 3. What is the fillna() function?; 4. How do you remove duplicates?; 5. What is the dropna() function?; 6. How do you identify outliers?; 7. What is data normalization?; 8. What is data standardization?; 9. How do you convert data types in Pandas?; 10. What is the use of the isnull() function?"
"Data Wrangling & Preprocessing","Introduction to Data Wrangling","Understanding the importance of cleaning and transforming raw data.","https://www.youtube.com/watch?v=Jhz7lmM1R2o","Write a Python script to clean and transform messy datasets","1. What is data wrangling?; 2. Why is data wrangling important?; 3. What are the steps in data wrangling?; 4. Difference between data wrangling and data cleaning?; 5. What is data enrichment?; 6. What is the use of data wrangling in data science?; 7. What are common data wrangling tools?; 8. What is feature engineering?; 9. What is data imputation?; 10. How do you handle inconsistent data?"
"Data Wrangling & Preprocessing","Data Cleaning","Removing duplicates, handling missing values, and dealing with inconsistent data.","https://www.youtube.com/watch?v=2ETSyh9hN8Q","Write a program to clean a messy dataset using Pandas","1. What is data cleaning?; 2. How do you handle missing values?; 3. Difference between dropna() and fillna()?; 4. What is data deduplication?; 5. What is the purpose of drop_duplicates()?; 6. How do you detect outliers?; 7. What is the difference between data cleaning and data preprocessing?; 8. How do you remove null values?; 9. What is data inconsistency?; 10. What are the common issues in data cleaning?"
"Data Wrangling & Preprocessing","Data Imputation","Filling in missing values using different strategies.","https://www.youtube.com/watch?v=OuE4P_vqHlw","Apply multiple imputation techniques on a dataset","1. What is data imputation?; 2. What are the common imputation techniques?; 3. Difference between mean, median, and mode imputation?; 4. What is multiple imputation?; 5. What is the difference between hot-deck and cold-deck imputation?; 6. What is KNN imputation?; 7. What is forward fill and backward fill?; 8. When should you use interpolation?; 9. What is the impact of missing data on ML models?; 10. How do you validate imputation accuracy?"
"Data Wrangling & Preprocessing","Data Transformation","Scaling, encoding, and normalizing data.","https://www.youtube.com/watch?v=ATnCcDY0O2M","Apply MinMax scaling and One-Hot Encoding on a dataset","1. What is data transformation?; 2. What is MinMax scaling?; 3. What is standardization?; 4. What is one-hot encoding?; 5. What is label encoding?; 6. What is feature scaling?; 7. What is log transformation?; 8. Difference between normalization and standardization?; 9. How do you apply scaling in Pandas?; 10. What is quantile transformation?"
"Data Wrangling & Preprocessing","Feature Engineering","Creating new features from existing data.","https://www.youtube.com/watch?v=3CmzqLx-B8M","Create new features from existing columns in a dataset","1. What is feature engineering?; 2. Why is feature engineering important?; 3. What are derived features?; 4. Difference between feature selection and feature extraction?; 5. What is polynomial feature generation?; 6. What is binning?; 7. What is feature scaling?; 8. What is one-hot encoding?; 9. What is frequency encoding?; 10. What is the difference between dimensionality reduction and feature engineering?"
"Data Wrangling & Preprocessing","Data Encoding","Converting categorical data into numerical format.","https://www.youtube.com/watch?v=Fs7DYvD1ReA","Apply Label Encoding and One-Hot Encoding on a dataset","1. What is data encoding?; 2. Difference between label encoding and one-hot encoding?; 3. What is target encoding?; 4. What is ordinal encoding?; 5. What is frequency encoding?; 6. What is mean encoding?; 7. What is the impact of encoding on model accuracy?; 8. What is the purpose of encoding categorical data?; 9. What are the drawbacks of label encoding?; 10. How do you perform encoding in Python?"
"Data Wrangling & Preprocessing","Data Reduction","Reducing the complexity of the dataset.","https://www.youtube.com/watch?v=guX3rGI9rPk","Apply PCA to reduce dimensionality of a dataset","1. What is data reduction?; 2. What is dimensionality reduction?; 3. What is PCA?; 4. What is feature selection?; 5. What is feature extraction?; 6. Difference between PCA and LDA?; 7. What is the curse of dimensionality?; 8. What is the role of singular value decomposition (SVD)?; 9. What is feature ranking?; 10. How do you handle multicollinearity?"
"Data Wrangling & Preprocessing","Outlier Detection","Identifying and handling outliers.","https://www.youtube.com/watch?v=6zXn_CxK8Z4","Detect and remove outliers from a dataset using IQR method","1. What is an outlier?; 2. How do you detect outliers?; 3. What is the IQR method?; 4. What is the Z-score method?; 5. What is the difference between univariate and multivariate outliers?; 6. What is Tukey's Fences?; 7. What is DBSCAN?; 8. How do you handle outliers in ML?; 9. What is robust scaling?; 10. What is Mahalanobis distance?"
"Data Wrangling & Preprocessing","Data Integration","Merging and joining datasets.","https://www.youtube.com/watch?v=kQ6bzuMW-Xg","Merge two datasets using Pandas","1. What is data integration?; 2. Difference between merging and joining?; 3. What is the use of the merge() function in Pandas?; 4. What is inner join?; 5. What is outer join?; 6. What is left join?; 7. What is right join?; 8. What is concatenation?; 9. What is the purpose of the append() method?; 10. How do you combine multiple datasets?"
"Machine Learning Algorithms","Introduction to Machine Learning","Overview of ML types: supervised, unsupervised, and reinforcement learning.","https://www.youtube.com/watch?v=ukzFI9rgwfU","Build a basic ML model using Scikit-Learn","1. What is Machine Learning?; 2. Difference between AI and ML?; 3. What are the types of ML?; 4. What is the difference between supervised and unsupervised learning?; 5. What is reinforcement learning?; 6. What is the role of data in ML?; 7. What is overfitting and underfitting?; 8. What is the difference between classification and regression?; 9. What is a target variable?; 10. What is feature engineering?"
"Machine Learning Algorithms","Linear Regression","Simple and multiple linear regression.","https://www.youtube.com/watch?v=nk2CQITm_eo","Build a linear regression model to predict house prices","1. What is linear regression?; 2. Difference between simple and multiple linear regression?; 3. What is the purpose of the coefficient in linear regression?; 4. What is the cost function in linear regression?; 5. What is the role of the intercept?; 6. What is R-squared value?; 7. What is the difference between RMSE and MAE?; 8. What is multicollinearity?; 9. What is regularization?; 10. How do you evaluate a regression model?"
"Machine Learning Algorithms","Logistic Regression","Modeling binary classification problems.","https://www.youtube.com/watch?v=yIYKR4sgzI8","Build a logistic regression model for spam detection","1. What is logistic regression?; 2. Difference between linear and logistic regression?; 3. What is sigmoid function?; 4. What is the decision boundary?; 5. What is the confusion matrix?; 6. What is precision and recall?; 7. What is ROC curve?; 8. What is AUC score?; 9. What is regularization in logistic regression?; 10. When to use logistic regression?"
"Machine Learning Algorithms","Decision Trees","Tree-based models for classification and regression.","https://www.youtube.com/watch?v=ZVR2Way4nwQ","Build a decision tree model for customer segmentation","1. What is a decision tree?; 2. What is Gini impurity?; 3. What is information gain?; 4. Difference between classification and regression trees?; 5. What is overfitting in decision trees?; 6. What is pruning?; 7. What is the depth of a tree?; 8. What is the role of entropy?; 9. How do you visualize a decision tree?; 10. What is CART algorithm?"
"Machine Learning Algorithms","Random Forest","Ensemble learning technique using multiple decision trees.","https://www.youtube.com/watch?v=J4Wdy0Wc_xQ","Build a random forest classifier for customer churn prediction","1. What is random forest?; 2. Difference between random forest and decision trees?; 3. What is bootstrapping in random forest?"
"Deep Learning Fundamentals","Introduction to Deep Learning","Overview of deep learning and its applications.","https://www.youtube.com/watch?v=aircAruvnKk","Build a basic neural network model in Python","1. What is deep learning?; 2. Difference between AI, ML, and DL?; 3. What are the main applications of deep learning?; 4. What is a neural network?; 5. What is the difference between shallow and deep networks?; 6. What is the role of activation functions?; 7. What is the importance of large datasets in DL?; 8. What is a perceptron?; 9. What is supervised vs unsupervised deep learning?; 10. What are the challenges of deep learning?"
"Deep Learning Fundamentals","Artificial Neural Networks (ANN)","Basic structure and working of artificial neural networks.","https://www.youtube.com/watch?v=KkwX7FkLfug","Build an ANN to classify images","1. What is an artificial neural network?; 2. What are the layers in ANN?; 3. What is the role of weights and biases?; 4. What is the forward propagation process?; 5. What is backpropagation?; 6. What is the loss function?; 7. What is gradient descent?; 8. What is the activation function?; 9. What is the difference between ANN and CNN?; 10. How do you prevent overfitting in ANN?"
"Deep Learning Fundamentals","Convolutional Neural Networks (CNN)","DL architecture for image processing tasks.","https://www.youtube.com/watch?v=YRhxdVk_sIs","Build a CNN model for image classification","1. What is a CNN?; 2. What are convolutional layers?; 3. What is pooling in CNN?; 4. Difference between max pooling and average pooling?; 5. What is the role of filters in CNN?; 6. What is padding in CNN?; 7. What is the purpose of feature maps?; 8. What is the difference between stride and kernel size?; 9. What is the role of dropout layers?; 10. How do you visualize CNN features?"
"Deep Learning Fundamentals","Recurrent Neural Networks (RNN)","DL architecture for sequential data like time series and text.","https://www.youtube.com/watch?v=LHXXI4-IEns","Build an RNN model for text prediction","1. What is an RNN?; 2. Difference between RNN and CNN?; 3. What are the hidden states in RNN?; 4. What is vanishing gradient problem?; 5. What is exploding gradient problem?; 6. What is the role of backpropagation through time (BPTT)?; 7. What is the difference between LSTM and RNN?; 8. What is GRU in RNN?; 9. What is the role of sequence length in RNN?; 10. How do you handle long-term dependencies in RNN?"
"Deep Learning Fundamentals","Long Short-Term Memory (LSTM)","Type of RNN used for long-term sequence prediction.","https://www.youtube.com/watch?v=QciIcRxJvsM","Build an LSTM model for stock price prediction","1. What is LSTM?; 2. Difference between LSTM and RNN?; 3. What are the gates in LSTM?; 4. What is the forget gate in LSTM?; 5. What is the input gate?; 6. What is the output gate?; 7. What is cell state in LSTM?; 8. What is time step in LSTM?; 9. How do you prevent overfitting in LSTM?; 10. What are the advantages of LSTM over RNN?"
"Deep Learning Fundamentals","Generative Adversarial Networks (GAN)","Model architecture used for generating synthetic data.","https://www.youtube.com/watch?v=8L11aMN5KY8","Build a GAN to generate synthetic images","1. What is a GAN?; 2. What are the components of GAN?; 3. Difference between generator and discriminator?; 4. What is the loss function in GAN?; 5. What is mode collapse in GAN?; 6. How do you prevent overfitting in GAN?; 7. What is conditional GAN?; 8. What is the role of latent space?; 9. What is Wasserstein GAN?; 10. How do you evaluate GAN performance?"
"Deep Learning Fundamentals","Transfer Learning","Using pre-trained models for new tasks.","https://www.youtube.com/watch?v=ccMHJeQU4Qw","Fine-tune a pre-trained CNN model for image classification","1. What is transfer learning?; 2. What are pre-trained models?; 3. What is fine-tuning?; 4. What is feature extraction in transfer learning?; 5. What are common pre-trained models?; 6. What is the difference between transfer learning and domain adaptation?; 7. What is data augmentation in transfer learning?; 8. What is one-shot learning?; 9. What is zero-shot learning?; 10. How do you evaluate transfer learning models?"
"Deep Learning Fundamentals","Autoencoders","Unsupervised deep learning models for data compression.","https://www.youtube.com/watch?v=9zKuYvjFFS8","Build an autoencoder model for image denoising","1. What is an autoencoder?; 2. What is the architecture of autoencoders?; 3. What is the difference between encoder and decoder?; 4. What is the loss function in autoencoders?; 5. What is latent space representation?; 6. What are variational autoencoders (VAE)?; 7. What is the role of bottleneck layer?; 8. How do you prevent overfitting in autoencoders?; 9. What are the applications of autoencoders?; 10. What is the difference between autoencoder and PCA?"
"Topic","Subtopics","Description","Video Link","Projects","Interview Questions"
"NLP Basics","Introduction to NLP","Basics of NLP and its applications.","https://www.youtube.com/watch?v=R6plN3FvzFY","Build a text summarizer using NLP","1. What is NLP?; 2. What are the main applications of NLP?; 3. What is the difference between NLP and NLU?; 4. What is tokenization?; 5. What is stemming in NLP?; 6. What is lemmatization?; 7. What is the difference between stemming and lemmatization?; 8. What is POS tagging?; 9. What is the Bag of Words model?; 10. What are stop words?"
"NLP Basics","Tokenization","Dividing text into meaningful units (tokens).","https://www.youtube.com/watch?v=fOvTtapxa9c","Tokenize and analyze a dataset of customer reviews","1. What is tokenization in NLP?; 2. Why is tokenization important?; 3. What is sentence tokenization?; 4. What is word tokenization?; 5. How do you tokenize a paragraph into sentences?; 6. What is the difference between white-space and regex tokenization?; 7. What is the role of NLTK in tokenization?; 8. What is subword tokenization?; 9. What is byte-pair encoding?; 10. How do you handle special characters during tokenization?"
"NLP Basics","Stemming and Lemmatization","Reducing words to their root forms.","https://www.youtube.com/watch?v=w36-U-ccajM","Implement stemming and lemmatization on a news dataset","1. What is stemming in NLP?; 2. What is lemmatization?; 3. What is the difference between stemming and lemmatization?; 4. What is a stemmer algorithm?; 5. What is the Porter Stemmer?; 6. What is the Lancaster Stemmer?; 7. What is the WordNet Lemmatizer?; 8. When should you use lemmatization over stemming?; 9. How do you handle irregular forms during lemmatization?; 10. What are the challenges of stemming?"
"NLP Basics","Part-of-Speech (POS) Tagging","Identifying parts of speech in text.","https://www.youtube.com/watch?v=V4gA7eLf_Wc","Build a POS tagging model using SpaCy","1. What is POS tagging?; 2. Why is POS tagging important?; 3. What are the main POS tags?; 4. What is the role of SpaCy in POS tagging?; 5. What is the difference between rule-based and statistical POS tagging?; 6. What is a POS tagger?; 7. How do you visualize POS tags?; 8. What is chunking in POS tagging?; 9. How do you evaluate POS tagging accuracy?; 10. What are the challenges of POS tagging?"
"NLP Techniques","Named Entity Recognition (NER)","Identifying named entities (e.g., names, locations).","https://www.youtube.com/watch?v=4yyWXOh_sj8","Build an NER model using SpaCy","1. What is NER in NLP?; 2. What are named entities?; 3. What is the difference between NER and POS tagging?; 4. What is the role of SpaCy in NER?; 5. What is entity linking?; 6. What are the common types of named entities?; 7. How do you train a custom NER model?; 8. What is the difference between rule-based and machine learning-based NER?; 9. How do you evaluate NER models?; 10. What are the challenges of NER?"
"NLP Techniques","TF-IDF (Term Frequency-Inverse Document Frequency)","A technique to evaluate the importance of words.","https://www.youtube.com/watch?v=uwZ2h-xgA6A","Build a document ranking system using TF-IDF","1. What is TF-IDF?; 2. How does TF-IDF work?; 3. What is the formula for TF?; 4. What is the formula for IDF?; 5. What is the role of TF-IDF in text classification?; 6. What is the difference between TF-IDF and Bag of Words?; 7. How do you implement TF-IDF in Python?; 8. What is cosine similarity in TF-IDF?; 9. What is the impact of stop words on TF-IDF?; 10. How do you optimize TF-IDF performance?"
"NLP Techniques","Word Embeddings (Word2Vec, GloVe)","Techniques for converting words into vectors.","https://www.youtube.com/watch?v=7V0l7sFEvwc","Build a Word2Vec model for sentiment analysis","1. What are word embeddings?; 2. What is Word2Vec?; 3. What is GloVe?; 4. What is the difference between Word2Vec and GloVe?; 5. What is continuous bag of words (CBOW)?; 6. What is skip-gram model?; 7. What is the role of embeddings in NLP?; 8. How do you visualize word embeddings?; 9. What are the challenges of word embeddings?; 10. What is FastText?"
"NLP Applications","Sentiment Analysis","Analyzing sentiments from textual data.","https://www.youtube.com/watch?v=O4yN2Y-Xo0M","Build a sentiment analysis model for product reviews","1. What is sentiment analysis?; 2. What are the types of sentiment analysis?; 3. What is the role of NLP in sentiment analysis?; 4. What is polarity scoring?; 5. What is the difference between lexicon-based and ML-based sentiment analysis?; 6. What is VADER in sentiment analysis?; 7. What is the role of feature extraction?; 8. How do you handle sarcasm in sentiment analysis?; 9. How do you evaluate sentiment models?; 10. What are the applications of sentiment analysis?"
"NLP Applications","Text Summarization","Generating concise summaries of text.","https://www.youtube.com/watch?v=Dt7fwZc5wbU","Build an extractive text summarization model","1. What is text summarization?; 2. What is the difference between extractive and abstractive summarization?; 3. What are the challenges in text summarization?; 4. What is ROUGE score?; 5. What is the role of LSTM in text summarization?; 6. What are Seq2Seq models?; 7. What is BERT in text summarization?; 8. What is transformer architecture?; 9. What is the difference between summary length and coherence?; 10. How do you evaluate text summarization models?"
"EDA Basics","Introduction to EDA","Basics of Exploratory Data Analysis and its importance.","https://www.youtube.com/watch?v=TXSOitGoINE; https://www.youtube.com/watch?v=Ht4L5i1LzHI; https://www.youtube.com/watch?v=Nw1Z3ULoN9M","Perform EDA on a Titanic dataset","1. What is EDA?; 2. Why is EDA important?; 3. What are the main steps of EDA?; 4. What is the role of data visualization in EDA?; 5. What is the difference between EDA and data preprocessing?; 6. What are outliers in EDA?; 7. What is the role of summary statistics in EDA?; 8. What is the difference between univariate and multivariate analysis?; 9. What is the importance of data distribution in EDA?; 10. What are some common EDA libraries in Python?"
"EDA Techniques","Data Cleaning and Preprocessing","Handling missing values, removing duplicates, and cleaning data.","https://www.youtube.com/watch?v=pJ8tD1n21ek; https://www.youtube.com/watch?v=Qm2CBYbBvjk; https://www.youtube.com/watch?v=Fhg8M3zbyGM","Clean and preprocess a customer dataset","1. What is data cleaning in EDA?; 2. How do you handle missing values?; 3. What is the difference between mean and median imputation?; 4. What is outlier detection?; 5. What is the role of data normalization in EDA?; 6. What are some common data cleaning techniques?; 7. What is the impact of duplicates on data analysis?; 8. How do you deal with inconsistent data formats?; 9. What is feature scaling?; 10. What is data transformation?"
"EDA Techniques","Univariate Analysis","Analyzing a single variable.","https://www.youtube.com/watch?v=B0DNJpJ8agE; https://www.youtube.com/watch?v=HfVV1H-CXaQ; https://www.youtube.com/watch?v=ZqVgoU0AXiQ","Perform univariate analysis on a sales dataset","1. What is univariate analysis?; 2. What are the common techniques used in univariate analysis?; 3. What is the difference between mean and median in univariate analysis?; 4. What are histograms used for?; 5. What is the purpose of box plots?; 6. What is the difference between mean and mode?; 7. What is the impact of skewness in univariate analysis?; 8. How do you interpret a distribution plot?; 9. What is the role of variance in univariate analysis?; 10. What are summary statistics?"
"EDA Techniques","Bivariate Analysis","Analyzing relationships between two variables.","https://www.youtube.com/watch?v=G7X5pYrAOaM; https://www.youtube.com/watch?v=3T4B1o7VHUs; https://www.youtube.com/watch?v=fiPX6Dzmobg","Perform bivariate analysis on customer demographics","1. What is bivariate analysis?; 2. How do you visualize bivariate relationships?; 3. What is the difference between correlation and causation?; 4. What is the role of scatter plots in bivariate analysis?; 5. What is covariance?; 6. How do you interpret a correlation matrix?; 7. What is the difference between Pearson and Spearman correlation?; 8. What is the impact of multicollinearity?; 9. How do you detect outliers in bivariate analysis?; 10. What is the role of regression in bivariate analysis?"
